# Version 1.00
#
freq[Hz];re:Trc2_S12;im:Trc2_S12;re:Trc3_S12;im:Trc3_S12;
6.390000000000000E+08;2.351654989847118E-01;-5.121062826143135E-01;2.351654989847118E-01;-5.121062826143135E-01;
6.512500000000000E+08;2.115102913050149E-01;-5.296610613614777E-01;2.115102913050149E-01;-5.296610613614777E-01;
6.635000000000000E+08;1.867638898314380E-01;-5.458490859490444E-01;1.867638898314380E-01;-5.458490859490444E-01;
6.757500000000000E+08;1.609027215151863E-01;-5.606581230320812E-01;1.609027215151863E-01;-5.606581230320812E-01;
6.880000000000000E+08;1.343713201297235E-01;-5.741468832313833E-01;1.343713201297235E-01;-5.741468832313833E-01;
7.002500000000000E+08;1.069045525989561E-01;-5.862976907934843E-01;1.069045525989561E-01;-5.862976907934843E-01;
7.125000000000000E+08;7.833035068450056E-02;-5.970790967050724E-01;7.833035068450056E-02;-5.970790967050724E-01;
7.247500000000000E+08;4.878796586057672E-02;-6.062639645776990E-01;4.878796586057672E-02;-6.062639645776990E-01;
7.370000000000000E+08;1.832765084122916E-02;-6.137765795640246E-01;1.832765084122916E-02;-6.137765795640246E-01;
7.492500000000000E+08;-1.252247497058291E-02;-6.190972869887452E-01;-1.252247497058291E-02;-6.190972869887452E-01;
7.615000000000000E+08;-4.337313612417466E-02;-6.229515232398701E-01;-4.337313612417466E-02;-6.229515232398701E-01;
7.737500000000000E+08;-7.440801340683177E-02;-6.252194176997238E-01;-7.440801340683177E-02;-6.252194176997238E-01;
7.860000000000000E+08;-1.057243682784498E-01;-6.258674809768845E-01;-1.057243682784498E-01;-6.258674809768845E-01;
7.982500000000000E+08;-1.375961160167033E-01;-6.251551856161577E-01;-1.375961160167033E-01;-6.251551856161577E-01;
8.105000000000000E+08;-1.697560930315308E-01;-6.225220612318869E-01;-1.697560930315308E-01;-6.225220612318869E-01;
8.227500000000000E+08;-2.021373638783354E-01;-6.178158809119204E-01;-2.021373638783354E-01;-6.178158809119204E-01;
8.350000000000000E+08;-2.340745190357160E-01;-6.110333131691776E-01;-2.340745190357160E-01;-6.110333131691776E-01;
8.472500000000000E+08;-2.653296898284880E-01;-6.025229470275392E-01;-2.653296898284880E-01;-6.025229470275392E-01;
8.595000000000000E+08;-2.962539855623230E-01;-5.925625970692078E-01;-2.962539855623230E-01;-5.925625970692078E-01;
8.717500000000000E+08;-3.266071053230007E-01;-5.811935431636119E-01;-3.266071053230007E-01;-5.811935431636119E-01;
8.840000000000000E+08;-3.568920085890833E-01;-5.681854928307583E-01;-3.568920085890833E-01;-5.681854928307583E-01;
8.962500000000000E+08;-3.864792370914723E-01;-5.535762052427788E-01;-3.864792370914723E-01;-5.535762052427788E-01;
9.085000000000000E+08;-4.157749579458332E-01;-5.371460236368730E-01;-4.157749579458332E-01;-5.371460236368730E-01;
9.207500000000000E+08;-4.440417203615568E-01;-5.189864149424324E-01;-4.440417203615568E-01;-5.189864149424324E-01;
9.330000000000000E+08;-4.711653741791512E-01;-4.990798998154242E-01;-4.711653741791512E-01;-4.990798998154242E-01;
9.452500000000000E+08;-4.972265544154987E-01;-4.776151641606474E-01;-4.972265544154987E-01;-4.776151641606474E-01;
9.575000000000000E+08;-5.223081225250099E-01;-4.549454747611451E-01;-5.223081225250099E-01;-4.549454747611451E-01;
9.697500000000000E+08;-5.458426427704454E-01;-4.314861877558944E-01;-5.458426427704454E-01;-4.314861877558944E-01;
9.820000000000000E+08;-5.685076017897805E-01;-4.065058998196892E-01;-5.685076017897805E-01;-4.065058998196892E-01;
9.942500000000000E+08;-5.902901184855852E-01;-3.806269318767459E-01;-5.902901184855852E-01;-3.806269318767459E-01;
1.006500000000000E+09;-6.109298444957024E-01;-3.528387759053473E-01;-6.109298444957024E-01;-3.528387759053473E-01;
1.018750000000000E+09;-6.298589703143357E-01;-3.240792455960979E-01;-6.298589703143357E-01;-3.240792455960979E-01;
1.031000000000000E+09;-6.472267587140665E-01;-2.941439864738901E-01;-6.472267587140665E-01;-2.941439864738901E-01;
1.043250000000000E+09;-6.628233384105324E-01;-2.633593805259563E-01;-6.628233384105324E-01;-2.633593805259563E-01;
1.055500000000000E+09;-6.771009244713099E-01;-2.321703195977921E-01;-6.771009244713099E-01;-2.321703195977921E-01;
1.067750000000000E+09;-6.897614691331796E-01;-2.000011094966817E-01;-6.897614691331796E-01;-2.000011094966817E-01;
1.080000000000000E+09;-7.007696973617786E-01;-1.670562205858608E-01;-7.007696973617786E-01;-1.670562205858608E-01;
1.092250000000000E+09;-7.102308033352011E-01;-1.336923864515956E-01;-7.102308033352011E-01;-1.336923864515956E-01;
1.104500000000000E+09;-7.180406220082350E-01;-9.991108631243176E-02;-7.180406220082350E-01;-9.991108631243176E-02;
1.116750000000000E+09;-7.241812680443489E-01;-6.554139402692405E-02;-7.241812680443489E-01;-6.554139402692405E-02;
1.129000000000000E+09;-7.285564200761927E-01;-3.064837737818168E-02;-7.285564200761927E-01;-3.064837737818168E-02;
1.141250000000000E+09;-7.314885472966012E-01;4.388989008204877E-03;-7.314885472966012E-01;4.388989008204877E-03;
1.153500000000000E+09;-7.323534913021370E-01;3.974001787245115E-02;-7.323534913021370E-01;3.974001787245115E-02;
1.165750000000000E+09;-7.311775685738037E-01;7.531122383860504E-02;-7.311775685738037E-01;7.531122383860504E-02;
1.178000000000000E+09;-7.282419470986480E-01;1.106082026824638E-01;-7.282419470986480E-01;1.106082026824638E-01;
1.190250000000000E+09;-7.235512277921705E-01;1.458320433022341E-01;-7.235512277921705E-01;1.458320433022341E-01;
1.202500000000000E+09;-7.168689497664362E-01;1.801756855141181E-01;-7.168689497664362E-01;1.801756855141181E-01;
1.214750000000000E+09;-7.091199796951102E-01;2.145822326644355E-01;-7.091199796951102E-01;2.145822326644355E-01;
1.227000000000000E+09;-6.998539242989554E-01;2.485438188365431E-01;-6.998539242989554E-01;2.485438188365431E-01;
1.239250000000000E+09;-6.885504651243135E-01;2.826604328889452E-01;-6.885504651243135E-01;2.826604328889452E-01;
1.251500000000000E+09;-6.757357353623064E-01;3.164667219065139E-01;-6.757357353623064E-01;3.164667219065139E-01;
1.263750000000000E+09;-6.607599233253251E-01;3.493752567428789E-01;-6.607599233253251E-01;3.493752567428789E-01;
1.276000000000000E+09;-6.438246419300458E-01;3.816821616803902E-01;-6.438246419300458E-01;3.816821616803902E-01;
1.288250000000000E+09;-6.249816069051576E-01;4.126580396172940E-01;-6.249816069051576E-01;4.126580396172940E-01;
1.300500000000000E+09;-6.048428028560527E-01;4.424027481762852E-01;-6.048428028560527E-01;4.424027481762852E-01;
1.312750000000000E+09;-5.838201288647594E-01;4.709889323586737E-01;-5.838201288647594E-01;4.709889323586737E-01;
1.325000000000000E+09;-5.614515563834569E-01;4.986210210216602E-01;-5.614515563834569E-01;4.986210210216602E-01;
1.337250000000000E+09;-5.380617541330884E-01;5.253225644167762E-01;-5.380617541330884E-01;5.253225644167762E-01;
1.349500000000000E+09;-5.133208702841660E-01;5.517142167160212E-01;-5.133208702841660E-01;5.517142167160212E-01;
1.361750000000000E+09;-4.865132224663282E-01;5.767971904186054E-01;-4.865132224663282E-01;5.767971904186054E-01;
1.374000000000000E+09;-4.580661857628452E-01;6.005883711938962E-01;-4.580661857628452E-01;6.005883711938962E-01;
1.386250000000000E+09;-4.282846738764381E-01;6.224172051833011E-01;-4.282846738764381E-01;6.224172051833011E-01;
1.398500000000000E+09;-3.975523998420021E-01;6.421929032852841E-01;-3.975523998420021E-01;6.421929032852841E-01;
1.410750000000000E+09;-3.663298029582713E-01;6.601453750170299E-01;-3.663298029582713E-01;6.601453750170299E-01;
1.423000000000000E+09;-3.346751448687419E-01;6.767947784053346E-01;-3.346751448687419E-01;6.767947784053346E-01;
1.435250000000000E+09;-3.027841883081445E-01;6.923030097480771E-01;-3.027841883081445E-01;6.923030097480771E-01;
1.447500000000000E+09;-2.695462779297315E-01;7.065453361222287E-01;-2.695462779297315E-01;7.065453361222287E-01;
1.459750000000000E+09;-2.353517434859637E-01;7.196696251119702E-01;-2.353517434859637E-01;7.196696251119702E-01;
1.472000000000000E+09;-2.002654344454642E-01;7.308618612598957E-01;-2.002654344454642E-01;7.308618612598957E-01;
1.484250000000000E+09;-1.640311928221362E-01;7.398878119387682E-01;-1.640311928221362E-01;7.398878119387682E-01;
1.496500000000000E+09;-1.277442348523834E-01;7.464536662380977E-01;-1.277442348523834E-01;7.464536662380977E-01;
1.508750000000000E+09;-9.150044024874676E-02;7.511068175266914E-01;-9.150044024874676E-02;7.511068175266914E-01;
1.521000000000000E+09;-5.556759665134178E-02;7.536906782469101E-01;-5.556759665134178E-02;7.536906782469101E-01;
1.533250000000000E+09;-1.961442521964291E-02;7.550815458055757E-01;-1.961442521964291E-02;7.550815458055757E-01;
1.545500000000000E+09;1.569311576132418E-02;7.553154037319884E-01;1.569311576132418E-02;7.553154037319884E-01;
1.557750000000000E+09;5.182609637579674E-02;7.539457451224159E-01;5.182609637579674E-02;7.539457451224159E-01;
1.570000000000000E+09;8.857717971992114E-02;7.510782249014647E-01;8.857717971992114E-02;7.510782249014647E-01;
1.582250000000000E+09;1.252343663477552E-01;7.458742794984350E-01;1.252343663477552E-01;7.458742794984350E-01;
1.594500000000000E+09;1.614403261857483E-01;7.382588607140199E-01;1.614403261857483E-01;7.382588607140199E-01;
1.606750000000000E+09;1.969352892687919E-01;7.284204371244618E-01;1.969352892687919E-01;7.284204371244618E-01;
1.619000000000000E+09;2.312134872946920E-01;7.170286901924567E-01;2.312134872946920E-01;7.170286901924567E-01;
1.631250000000000E+09;2.647898773802578E-01;7.045950497886972E-01;2.647898773802578E-01;7.045950497886972E-01;
1.643500000000000E+09;2.977649679268995E-01;6.910856230780209E-01;2.977649679268995E-01;6.910856230780209E-01;
1.655750000000000E+09;3.303432886427939E-01;6.759180703656826E-01;3.303432886427939E-01;6.759180703656826E-01;
1.668000000000000E+09;3.624546457634307E-01;6.593495388635698E-01;3.624546457634307E-01;6.593495388635698E-01;
1.680250000000000E+09;3.940253297296587E-01;6.407919207818060E-01;3.940253297296587E-01;6.407919207818060E-01;
1.692500000000000E+09;4.247524427706192E-01;6.202826533958181E-01;4.247524427706192E-01;6.202826533958181E-01;
1.704750000000000E+09;4.539220315934938E-01;5.981593707456161E-01;4.539220315934938E-01;5.981593707456161E-01;
1.717000000000000E+09;4.815141608887962E-01;5.744429627768570E-01;4.815141608887962E-01;5.744429627768570E-01;
1.729250000000000E+09;5.077275507105706E-01;5.500037541607536E-01;5.077275507105706E-01;5.500037541607536E-01;
1.741500000000000E+09;5.329495252127516E-01;5.245438636905559E-01;5.329495252127516E-01;5.245438636905559E-01;
1.753750000000000E+09;5.569292392378481E-01;4.982935451826399E-01;5.569292392378481E-01;4.982935451826399E-01;
1.766000000000000E+09;5.801327728201195E-01;4.709142093585946E-01;5.801327728201195E-01;4.709142093585946E-01;
1.778250000000000E+09;6.022609167990062E-01;4.421660216142969E-01;6.022609167990062E-01;4.421660216142969E-01;
1.790500000000000E+09;6.226348682860068E-01;4.120090933517400E-01;6.226348682860068E-01;4.120090933517400E-01;
1.802750000000000E+09;6.412790281441324E-01;3.805780264107513E-01;6.412790281441324E-01;3.805780264107513E-01;
1.815000000000000E+09;6.581781102671433E-01;3.483501168196096E-01;6.581781102671433E-01;3.483501168196096E-01;
1.827250000000000E+09;6.733206097245024E-01;3.155050636183278E-01;6.733206097245024E-01;3.155050636183278E-01;
1.839500000000000E+09;6.865517797666807E-01;2.822218599747961E-01;6.865517797666807E-01;2.822218599747961E-01;
1.851750000000000E+09;6.983118783526981E-01;2.488185965905366E-01;6.983118783526981E-01;2.488185965905366E-01;
1.864000000000000E+09;7.089023569364953E-01;2.150664144626767E-01;7.089023569364953E-01;2.150664144626767E-01;
1.876250000000000E+09;7.181680935168621E-01;1.809075254563817E-01;7.181680935168621E-01;1.809075254563817E-01;
1.888500000000000E+09;7.261428029925162E-01;1.458092647611113E-01;7.261428029925162E-01;1.458092647611113E-01;
1.900750000000000E+09;7.325762355829097E-01;1.100581797131995E-01;7.325762355829097E-01;1.100581797131995E-01;
1.913000000000000E+09;7.366434523581684E-01;7.331421066193175E-02;7.366434523581684E-01;7.331421066193175E-02;
1.925250000000000E+09;7.382115358478430E-01;3.655268254047518E-02;7.382115358478430E-01;3.655268254047518E-02;
1.937500000000000E+09;7.375991268806946E-01;1.480109809196043E-04;7.375991268806946E-01;1.480109809196043E-04;
1.949750000000000E+09;7.346660830150022E-01;-3.563789214244002E-02;7.346660830150022E-01;-3.563789214244002E-02;
1.962000000000000E+09;7.306380622983715E-01;-7.025050205913036E-02;7.306380622983715E-01;-7.025050205913036E-02;
1.974250000000000E+09;7.259781165208385E-01;-1.040840556950466E-01;7.259781165208385E-01;-1.040840556950466E-01;
1.986500000000000E+09;7.206790729538407E-01;-1.385749840968922E-01;7.206790729538407E-01;-1.385749840968922E-01;
1.998750000000000E+09;7.142116101445463E-01;-1.734465755651921E-01;7.142116101445463E-01;-1.734465755651921E-01;
2.011000000000000E+09;7.053980792305343E-01;-2.094927107372623E-01;7.053980792305343E-01;-2.094927107372623E-01;
2.023250000000000E+09;6.934265622425534E-01;-2.454144799746565E-01;6.934265622425534E-01;-2.454144799746565E-01;
2.035500000000000E+09;6.783658186717669E-01;-2.802379512141071E-01;6.783658186717669E-01;-2.802379512141071E-01;
2.047750000000000E+09;6.608170555772990E-01;-3.123740311848540E-01;6.608170555772990E-01;-3.123740311848540E-01;
2.060000000000000E+09;6.427658339191228E-01;-3.420003300194196E-01;6.427658339191228E-01;-3.420003300194196E-01;
2.072250000000000E+09;6.253278877112404E-01;-3.703695846149839E-01;6.253278877112404E-01;-3.703695846149839E-01;
2.084500000000000E+09;6.079802541771404E-01;-3.987948287917629E-01;6.079802541771404E-01;-3.987948287917629E-01;
2.096750000000000E+09;5.900948006219056E-01;-4.280949096935970E-01;5.900948006219056E-01;-4.280949096935970E-01;
2.109000000000000E+09;5.698666541169140E-01;-4.586932459254406E-01;5.698666541169140E-01;-4.586932459254406E-01;
2.121250000000000E+09;5.456364623805207E-01;-4.885368448928888E-01;5.456364623805207E-01;-4.885368448928888E-01;
2.133500000000000E+09;5.178596260979821E-01;-5.160771987770851E-01;5.178596260979821E-01;-5.160771987770851E-01;
2.145750000000000E+09;4.884408184397411E-01;-5.398035548282071E-01;4.884408184397411E-01;-5.398035548282071E-01;
2.158000000000000E+09;4.590699107190777E-01;-5.601108104877458E-01;4.590699107190777E-01;-5.601108104877458E-01;
2.170250000000000E+09;4.314506954241206E-01;-5.780001719951219E-01;4.314506954241206E-01;-5.780001719951219E-01;
2.182500000000000E+09;4.051871448792401E-01;-5.961171487613105E-01;4.051871448792401E-01;-5.961171487613105E-01;
2.194750000000000E+09;3.788197983147071E-01;-6.158787533919111E-01;3.788197983147071E-01;-6.158787533919111E-01;
2.207000000000000E+09;3.497615233971449E-01;-6.365557365644594E-01;3.497615233971449E-01;-6.365557365644594E-01;
2.219250000000000E+09;3.168350192955067E-01;-6.564004378402267E-01;3.168350192955067E-01;-6.564004378402267E-01;
2.231500000000000E+09;2.805148193412710E-01;-6.729398371328335E-01;2.805148193412710E-01;-6.729398371328335E-01;
2.243750000000000E+09;2.431355299996811E-01;-6.843826537601083E-01;2.431355299996811E-01;-6.843826537601083E-01;
2.256000000000000E+09;2.071115725238533E-01;-6.917008564964640E-01;2.071115725238533E-01;-6.917008564964640E-01;
2.268250000000000E+09;1.738165684621943E-01;-6.971275227216620E-01;1.738165684621943E-01;-6.971275227216620E-01;
2.280500000000000E+09;1.424768159712513E-01;-7.029045039584257E-01;1.424768159712513E-01;-7.029045039584257E-01;
2.292750000000000E+09;1.110859912086903E-01;-7.096155799150576E-01;1.110859912086903E-01;-7.096155799150576E-01;
2.305000000000000E+09;7.736618982251683E-02;-7.172794925308016E-01;7.736618982251683E-02;-7.172794925308016E-01;
2.317250000000000E+09;4.070004392531794E-02;-7.238058569794164E-01;4.070004392531794E-02;-7.238058569794164E-01;
2.329500000000000E+09;1.802605478766439E-03;-7.263056884531607E-01;1.802605478766439E-03;-7.263056884531607E-01;
2.341750000000000E+09;-3.769377813900362E-02;-7.241259242664205E-01;-3.769377813900362E-02;-7.241259242664205E-01;
2.354000000000000E+09;-7.523171405762229E-02;-7.184044354388259E-01;-7.523171405762229E-02;-7.184044354388259E-01;
2.366250000000000E+09;-1.098600304947229E-01;-7.102982575218435E-01;-1.098600304947229E-01;-7.102982575218435E-01;
2.378500000000000E+09;-1.419543198395425E-01;-7.023669570222697E-01;-1.419543198395425E-01;-7.023669570222697E-01;
2.390750000000000E+09;-1.735327594765630E-01;-6.950781256165505E-01;-1.735327594765630E-01;-6.950781256165505E-01;
2.403000000000000E+09;-2.058958153556618E-01;-6.878071667160176E-01;-2.058958153556618E-01;-6.878071667160176E-01;
2.415250000000000E+09;-2.406607802809495E-01;-6.797284155471970E-01;-2.406607802809495E-01;-6.797284155471970E-01;
2.427500000000000E+09;-2.762940493071658E-01;-6.684100909100872E-01;-2.762940493071658E-01;-6.684100909100872E-01;
2.439750000000000E+09;-3.119178336733022E-01;-6.530229763938090E-01;-3.119178336733022E-01;-6.530229763938090E-01;
2.452000000000000E+09;-3.454013023418028E-01;-6.345772257464657E-01;-3.454013023418028E-01;-6.345772257464657E-01;
2.464250000000000E+09;-3.762107475735151E-01;-6.143267845837375E-01;-3.762107475735151E-01;-6.143267845837375E-01;
2.476500000000000E+09;-4.044313927581174E-01;-5.936849787647356E-01;-4.044313927581174E-01;-5.936849787647356E-01;
2.488750000000000E+09;-4.313739503753231E-01;-5.727912053426530E-01;-4.313739503753231E-01;-5.727912053426530E-01;
2.501000000000000E+09;-4.576265659380720E-01;-5.527210084729702E-01;-4.576265659380720E-01;-5.527210084729702E-01;
2.513250000000000E+09;-4.843959132514367E-01;-5.311185884261028E-01;-4.843959132514367E-01;-5.311185884261028E-01;
2.525500000000000E+09;-5.109839747453376E-01;-5.081063685208893E-01;-5.109839747453376E-01;-5.081063685208893E-01;
2.537750000000000E+09;-5.374124959360276E-01;-4.825110881452110E-01;-5.374124959360276E-01;-4.825110881452110E-01;
2.550000000000000E+09;-5.624865151226441E-01;-4.544656600719369E-01;-5.624865151226441E-01;-4.544656600719369E-01;
2.562250000000000E+09;-5.850389080030338E-01;-4.247008728172857E-01;-5.850389080030338E-01;-4.247008728172857E-01;
2.574500000000000E+09;-6.051766402189379E-01;-3.935516360021034E-01;-6.051766402189379E-01;-3.935516360021034E-01;
2.586750000000000E+09;-6.229809614698650E-01;-3.619433710197861E-01;-6.229809614698650E-01;-3.619433710197861E-01;
2.599000000000000E+09;-6.387081185410972E-01;-3.307005473385422E-01;-6.387081185410972E-01;-3.307005473385422E-01;
2.611250000000000E+09;-6.532229825700545E-01;-3.000281224652351E-01;-6.532229825700545E-01;-3.000281224652351E-01;
2.623500000000000E+09;-6.673120265487291E-01;-2.689883165899963E-01;-6.673120265487291E-01;-2.689883165899963E-01;
2.635750000000000E+09;-6.814167666786767E-01;-2.371768059855544E-01;-6.814167666786767E-01;-2.371768059855544E-01;
2.648000000000000E+09;-6.944515126732915E-01;-2.039249323219277E-01;-6.944515126732915E-01;-2.039249323219277E-01;
2.660250000000000E+09;-7.058506200737907E-01;-1.682359773211635E-01;-7.058506200737907E-01;-1.682359773211635E-01;
2.672500000000000E+09;-7.141200066693255E-01;-1.308810700685565E-01;-7.141200066693255E-01;-1.308810700685565E-01;
2.684750000000000E+09;-7.191006049180492E-01;-9.328751132387482E-02;-7.191006049180492E-01;-9.328751132387482E-02;
2.697000000000000E+09;-7.206057162906692E-01;-5.692537604297589E-02;-7.206057162906692E-01;-5.692537604297589E-02;
2.709250000000000E+09;-7.208177989691293E-01;-2.221993881144409E-02;-7.208177989691293E-01;-2.221993881144409E-02;
2.721500000000000E+09;-7.206799004654333E-01;1.107158695165879E-02;-7.206799004654333E-01;1.107158695165879E-02;
2.733750000000000E+09;-7.208747440096792E-01;4.433079306910374E-02;-7.208747440096792E-01;4.433079306910374E-02;
2.746000000000000E+09;-7.208591638427103E-01;7.907909276003952E-02;-7.208591638427103E-01;7.907909276003952E-02;
2.758250000000000E+09;-7.189583530078251E-01;1.160619207316372E-01;-7.189583530078251E-01;1.160619207316372E-01;
2.770500000000000E+09;-7.136995642169911E-01;1.543116899382190E-01;-7.136995642169911E-01;1.543116899382190E-01;
2.782750000000000E+09;-7.042215258300045E-01;1.919633788654133E-01;-7.042215258300045E-01;1.919633788654133E-01;
2.795000000000000E+09;-6.914443793863727E-01;2.272180377263961E-01;-6.914443793863727E-01;2.272180377263961E-01;
2.807250000000000E+09;-6.775731163297465E-01;2.593362622892181E-01;-6.775731163297465E-01;2.593362622892181E-01;
2.819500000000000E+09;-6.637260061501782E-01;2.894008416600936E-01;-6.637260061501782E-01;2.894008416600936E-01;
2.831750000000000E+09;-6.510652847967268E-01;3.192038566011175E-01;-6.510652847967268E-01;3.192038566011175E-01;
2.844000000000000E+09;-6.382236504742883E-01;3.502764377290395E-01;-6.382236504742883E-01;3.502764377290395E-01;
2.856250000000000E+09;-6.234298899827628E-01;3.832009927155759E-01;-6.234298899827628E-01;3.832009927155759E-01;
2.868500000000000E+09;-6.049881452436341E-01;4.169604736085628E-01;-6.049881452436341E-01;4.169604736085628E-01;
2.880750000000000E+09;-5.822962159645596E-01;4.490065979640445E-01;-5.822962159645596E-01;4.490065979640445E-01;
2.893000000000000E+09;-5.570326572424223E-01;4.775123850646111E-01;-5.570326572424223E-01;4.775123850646111E-01;
2.905250000000000E+09;-5.311129067981234E-01;5.022991266810382E-01;-5.311129067981234E-01;5.022991266810382E-01;
2.917500000000000E+09;-5.068597837951154E-01;5.246104481481014E-01;-5.068597837951154E-01;5.246104481481014E-01;
2.929750000000000E+09;-4.836060603858999E-01;5.470871212400826E-01;-4.836060603858999E-01;5.470871212400826E-01;
2.942000000000000E+09;-4.600448167235126E-01;5.706285204735629E-01;-4.600448167235126E-01;5.706285204735629E-01;
2.954250000000000E+09;-4.349323719860310E-01;5.955610459536215E-01;-4.349323719860310E-01;5.955610459536215E-01;
2.966500000000000E+09;-4.062486305136809E-01;6.200079854581493E-01;-4.062486305136809E-01;6.200079854581493E-01;
2.978750000000000E+09;-3.733506617833323E-01;6.422625834911948E-01;-3.733506617833323E-01;6.422625834911948E-01;
2.991000000000000E+09;-3.388953381165559E-01;6.603856244285778E-01;-3.388953381165559E-01;6.603856244285778E-01;
3.003250000000000E+09;-3.052397661138727E-01;6.742817680949331E-01;-3.052397661138727E-01;6.742817680949331E-01;
3.015500000000000E+09;-2.727636429474829E-01;6.863875048361975E-01;-2.727636429474829E-01;6.863875048361975E-01;
