# Version 1.00
#
freq[Hz];re:Trc2_S12;im:Trc2_S12;re:Trc3_S12;im:Trc3_S12;
3.027750000000000E+09;-2.418612809937482E-01;6.980639778767005E-01;-2.418612809937482E-01;6.980639778767005E-01;
3.040000000000000E+09;-2.115066565841171E-01;7.106629292325231E-01;-2.115066565841171E-01;7.106629292325231E-01;
3.052250000000000E+09;-1.793983651041719E-01;7.237632473694340E-01;-1.793983651041719E-01;7.237632473694340E-01;
3.064500000000000E+09;-1.436225811271687E-01;7.359518974039807E-01;-1.436225811271687E-01;7.359518974039807E-01;
3.076750000000000E+09;-1.051843287566773E-01;7.452893321512343E-01;-1.051843287566773E-01;7.452893321512343E-01;
3.089000000000000E+09;-6.664865114735494E-02;7.508301077532378E-01;-6.664865114735494E-02;7.508301077532378E-01;
3.101250000000000E+09;-2.881574074777499E-02;7.519020373291038E-01;-2.881574074777499E-02;7.519020373291038E-01;
3.113500000000000E+09;7.339607332790049E-03;7.511632660039191E-01;7.339607332790049E-03;7.511632660039191E-01;
3.125750000000000E+09;4.107304628868545E-02;7.503421217548736E-01;4.107304628868545E-02;7.503421217548736E-01;
3.138000000000000E+09;7.463224950363707E-02;7.499654191437559E-01;7.463224950363707E-02;7.499654191437559E-01;
3.150250000000000E+09;1.103753544748600E-01;7.489557155606089E-01;1.103753544748600E-01;7.489557155606089E-01;
3.162500000000000E+09;1.476012201588777E-01;7.472034655507193E-01;1.476012201588777E-01;7.472034655507193E-01;
3.174750000000000E+09;1.855875116019611E-01;7.422237142202068E-01;1.855875116019611E-01;7.422237142202068E-01;
3.187000000000000E+09;2.251169064197717E-01;7.331392477841471E-01;2.251169064197717E-01;7.331392477841471E-01;
3.199250000000000E+09;2.625052381788520E-01;7.210309466269069E-01;2.625052381788520E-01;7.210309466269069E-01;
3.211500000000000E+09;2.973629020049299E-01;7.074161687414513E-01;2.973629020049299E-01;7.074161687414513E-01;
3.223750000000000E+09;3.307642409638603E-01;6.923509922545177E-01;3.307642409638603E-01;6.923509922545177E-01;
3.236000000000000E+09;3.635779623197083E-01;6.772239477323894E-01;3.635779623197083E-01;6.772239477323894E-01;
3.248250000000000E+09;3.965980226743123E-01;6.617435247722261E-01;3.965980226743123E-01;6.617435247722261E-01;
3.260500000000000E+09;4.295202005885343E-01;6.445560465985933E-01;4.295202005885343E-01;6.445560465985933E-01;
3.272750000000000E+09;4.632964476924929E-01;6.243773565811102E-01;4.632964476924929E-01;6.243773565811102E-01;
3.285000000000000E+09;4.963413855594381E-01;6.014248406642189E-01;4.963413855594381E-01;6.014248406642189E-01;
3.297250000000000E+09;5.269227765938991E-01;5.768978961395870E-01;5.269227765938991E-01;5.768978961395870E-01;
3.309500000000000E+09;5.553949115448266E-01;5.505929896773236E-01;5.553949115448266E-01;5.505929896773236E-01;
3.321750000000000E+09;5.825992206221515E-01;5.229017688492842E-01;5.825992206221515E-01;5.229017688492842E-01;
3.334000000000000E+09;6.081358805969505E-01;4.941998908353857E-01;6.081358805969505E-01;4.941998908353857E-01;
3.346250000000000E+09;6.324025629433657E-01;4.647901291269332E-01;6.324025629433657E-01;4.647901291269332E-01;
3.358500000000000E+09;6.556893212459338E-01;4.339695464132468E-01;6.556893212459338E-01;4.339695464132468E-01;
3.370750000000000E+09;6.774852285813735E-01;4.016191209941068E-01;6.774852285813735E-01;4.016191209941068E-01;
3.383000000000000E+09;6.976416709358897E-01;3.683837391153900E-01;6.976416709358897E-01;3.683837391153900E-01;
3.395250000000000E+09;7.163154175188585E-01;3.343351296642961E-01;7.163154175188585E-01;3.343351296642961E-01;
3.407500000000000E+09;7.336289888211598E-01;2.987795197642709E-01;7.336289888211598E-01;2.987795197642709E-01;
3.419750000000000E+09;7.491292119926124E-01;2.617166640128008E-01;7.491292119926124E-01;2.617166640128008E-01;
3.432000000000000E+09;7.625067815183653E-01;2.231905879194389E-01;7.625067815183653E-01;2.231905879194389E-01;
3.444250000000000E+09;7.729439960003773E-01;1.838861221591752E-01;7.729439960003773E-01;1.838861221591752E-01;
3.456500000000000E+09;7.801013883908270E-01;1.441630419830176E-01;7.801013883908270E-01;1.441630419830176E-01;
3.468750000000000E+09;7.847381548529964E-01;1.055182238497376E-01;7.847381548529964E-01;1.055182238497376E-01;
3.481000000000000E+09;7.884163865598913E-01;6.828644435955190E-02;7.884163865598913E-01;6.828644435955190E-02;
3.493250000000000E+09;7.917491751077550E-01;3.129505188200128E-02;7.917491751077550E-01;3.129505188200128E-02;
3.505500000000000E+09;7.945987516750243E-01;-7.184654371819157E-03;7.945987516750243E-01;-7.184654371819157E-03;
3.517750000000000E+09;7.960215907046339E-01;-4.755696136726024E-02;7.960215907046339E-01;-4.755696136726024E-02;
3.530000000000000E+09;7.939434272231805E-01;-8.961942668785906E-02;7.939434272231805E-01;-8.961942668785906E-02;
3.542250000000000E+09;7.869630104330320E-01;-1.316657549727114E-01;7.869630104330320E-01;-1.316657549727114E-01;
3.554500000000000E+09;7.756803163683743E-01;-1.719470243994899E-01;7.756803163683743E-01;-1.719470243994899E-01;
3.566750000000000E+09;7.626638874227767E-01;-2.083846133169353E-01;7.626638874227767E-01;-2.083846133169353E-01;
3.579000000000000E+09;7.498559006538204E-01;-2.415313793209457E-01;7.498559006538204E-01;-2.415313793209457E-01;
3.591250000000000E+09;7.383518031239351E-01;-2.742172949973246E-01;7.383518031239351E-01;-2.742172949973246E-01;
3.603500000000000E+09;7.272347726201456E-01;-3.088798169902565E-01;7.272347726201456E-01;-3.088798169902565E-01;
3.615750000000000E+09;7.149172286728142E-01;-3.457116406641914E-01;7.149172286728142E-01;-3.457116406641914E-01;
3.628000000000000E+09;6.979613440692647E-01;-3.840634110571335E-01;6.979613440692647E-01;-3.840634110571335E-01;
3.640250000000000E+09;6.751008862814040E-01;-4.217065764642200E-01;6.751008862814040E-01;-4.217065764642200E-01;
3.652500000000000E+09;6.484892123432505E-01;-4.552983059395684E-01;6.484892123432505E-01;-4.552983059395684E-01;
3.664750000000000E+09;6.207626726917753E-01;-4.833829213412705E-01;6.207626726917753E-01;-4.833829213412705E-01;
3.677000000000000E+09;5.945893848119319E-01;-5.078617944418572E-01;5.945893848119319E-01;-5.078617944418572E-01;
3.689250000000000E+09;5.711487995725939E-01;-5.318130683321876E-01;5.711487995725939E-01;-5.318130683321876E-01;
3.701500000000000E+09;5.488897199206075E-01;-5.580662225557933E-01;5.488897199206075E-01;-5.580662225557933E-01;
3.713750000000000E+09;5.240119868466893E-01;-5.867682243808510E-01;5.240119868466893E-01;-5.867682243808510E-01;
3.726000000000000E+09;4.943173999536780E-01;-6.161297239153110E-01;4.943173999536780E-01;-6.161297239153110E-01;
3.738250000000000E+09;4.594007579952639E-01;-6.430903995106609E-01;4.594007579952639E-01;-6.430903995106609E-01;
3.750500000000000E+09;4.216885374412785E-01;-6.643016381522605E-01;4.216885374412785E-01;-6.643016381522605E-01;
3.762750000000000E+09;3.836716198287434E-01;-6.795335572893825E-01;3.836716198287434E-01;-6.795335572893825E-01;
3.775000000000000E+09;3.490849700024681E-01;-6.915907014009678E-01;3.490849700024681E-01;-6.915907014009678E-01;
3.787250000000000E+09;3.179354748923054E-01;-7.032229570296159E-01;3.179354748923054E-01;-7.032229570296159E-01;
3.799500000000000E+09;2.870860229132778E-01;-7.168855648565254E-01;2.870860229132778E-01;-7.168855648565254E-01;
3.811750000000000E+09;2.537581598538279E-01;-7.323198608685352E-01;2.537581598538279E-01;-7.323198608685352E-01;
3.824000000000000E+09;2.165651076687148E-01;-7.471275273681639E-01;2.165651076687148E-01;-7.471275273681639E-01;
3.836250000000000E+09;1.756354143402991E-01;-7.584600400681815E-01;1.756354143402991E-01;-7.584600400681815E-01;
3.848500000000000E+09;1.319971277150430E-01;-7.640024435062219E-01;1.319971277150430E-01;-7.640024435062219E-01;
3.860750000000000E+09;9.054746518316781E-02;-7.640380974479293E-01;9.054746518316781E-02;-7.640380974479293E-01;
3.873000000000000E+09;5.282331721121168E-02;-7.611702952144402E-01;5.282331721121168E-02;-7.611702952144402E-01;
3.885250000000000E+09;1.791220315254709E-02;-7.579828550273676E-01;1.791220315254709E-02;-7.579828550273676E-01;
3.897500000000000E+09;-1.652532807022371E-02;-7.557237101636803E-01;-1.652532807022371E-02;-7.557237101636803E-01;
3.909750000000000E+09;-5.144993924447417E-02;-7.544152755148723E-01;-5.144993924447417E-02;-7.544152755148723E-01;
3.922000000000000E+09;-8.879842803503224E-02;-7.518022878872312E-01;-8.879842803503224E-02;-7.518022878872312E-01;
3.934250000000000E+09;-1.292833996572287E-01;-7.455401049355745E-01;-1.292833996572287E-01;-7.455401049355745E-01;
3.946500000000000E+09;-1.694412828511675E-01;-7.345382663082394E-01;-1.694412828511675E-01;-7.345382663082394E-01;
3.958750000000000E+09;-2.073143681017034E-01;-7.192268802998733E-01;-2.073143681017034E-01;-7.192268802998733E-01;
3.971000000000000E+09;-2.418323650114007E-01;-7.015362605279856E-01;-2.418323650114007E-01;-7.015362605279856E-01;
3.983250000000000E+09;-2.734668807106680E-01;-6.825465698482865E-01;-2.734668807106680E-01;-6.825465698482865E-01;
3.995500000000000E+09;-3.026120900602620E-01;-6.649097253596058E-01;-3.026120900602620E-01;-6.649097253596058E-01;
4.007750000000000E+09;-3.316875371973049E-01;-6.472317792710820E-01;-3.316875371973049E-01;-6.472317792710820E-01;
4.020000000000000E+09;-3.614538601354471E-01;-6.284602842356467E-01;-3.614538601354471E-01;-6.284602842356467E-01;
4.032250000000000E+09;-3.922110185270420E-01;-6.078594840267330E-01;-3.922110185270420E-01;-6.078594840267330E-01;
4.044500000000000E+09;-4.220145431666707E-01;-5.842783778378394E-01;-4.220145431666707E-01;-5.842783778378394E-01;
4.056750000000000E+09;-4.493748342368787E-01;-5.569332712400645E-01;-4.493748342368787E-01;-5.569332712400645E-01;
4.069000000000000E+09;-4.739512842728393E-01;-5.278890611467533E-01;-4.739512842728393E-01;-5.278890611467533E-01;
4.081250000000000E+09;-4.948436038197945E-01;-4.982752898442730E-01;-4.948436038197945E-01;-4.982752898442730E-01;
4.093500000000000E+09;-5.132313440429758E-01;-4.693959750782625E-01;-5.132313440429758E-01;-4.693959750782625E-01;
4.105750000000000E+09;-5.302738724777304E-01;-4.408238738100738E-01;-5.302738724777304E-01;-4.408238738100738E-01;
4.118000000000000E+09;-5.468336122869525E-01;-4.120864439054949E-01;-5.468336122869525E-01;-4.120864439054949E-01;
4.130250000000000E+09;-5.630862580897235E-01;-3.827906657253358E-01;-5.630862580897235E-01;-3.827906657253358E-01;
4.142500000000000E+09;-5.786280897452972E-01;-3.517848344139548E-01;-5.786280897452972E-01;-3.517848344139548E-01;
4.154750000000000E+09;-5.921057614019214E-01;-3.186858319179439E-01;-5.921057614019214E-01;-3.186858319179439E-01;
4.167000000000000E+09;-6.028066849950929E-01;-2.842713802679894E-01;-6.028066849950929E-01;-2.842713802679894E-01;
4.179250000000000E+09;-6.101045068806532E-01;-2.500750061039441E-01;-6.101045068806532E-01;-2.500750061039441E-01;
4.191500000000000E+09;-6.144060824604339E-01;-2.165755162659903E-01;-6.144060824604339E-01;-2.165755162659903E-01;
4.203750000000000E+09;-6.169267413311619E-01;-1.838655161981017E-01;-6.169267413311619E-01;-1.838655161981017E-01;
4.216000000000000E+09;-6.183917381373073E-01;-1.526404602856945E-01;-6.183917381373073E-01;-1.526404602856945E-01;
4.228250000000000E+09;-6.192393028841795E-01;-1.216768117884645E-01;-6.192393028841795E-01;-1.216768117884645E-01;
4.240500000000000E+09;-6.193124486315997E-01;-9.012932515292596E-02;-6.193124486315997E-01;-9.012932515292596E-02;
4.252750000000000E+09;-6.179736353959856E-01;-5.790775280757855E-02;-6.179736353959856E-01;-5.790775280757855E-02;
4.265000000000000E+09;-6.138938356412883E-01;-2.524850009816531E-02;-6.138938356412883E-01;-2.524850009816531E-02;
4.277250000000000E+09;-6.070560003174859E-01;6.440518962293515E-03;-6.070560003174859E-01;6.440518962293515E-03;
4.289500000000000E+09;-5.977756384301527E-01;3.708563661865198E-02;-5.977756384301527E-01;3.708563661865198E-02;
4.301750000000000E+09;-5.868185491124334E-01;6.574579207569622E-02;-5.868185491124334E-01;6.574579207569622E-02;
4.314000000000000E+09;-5.749766230713150E-01;9.263418010229409E-02;-5.749766230713150E-01;9.263418010229409E-02;
4.326250000000000E+09;-5.625065438377403E-01;1.186776941004576E-01;-5.625065438377403E-01;1.186776941004576E-01;
4.338500000000000E+09;-5.492750397450247E-01;1.443801922117953E-01;-5.492750397450247E-01;1.443801922117953E-01;
4.350750000000000E+09;-5.347500720307147E-01;1.693012248196958E-01;-5.347500720307147E-01;1.693012248196958E-01;
4.363000000000000E+09;-5.185830628819950E-01;1.938002920048831E-01;-5.185830628819950E-01;1.938002920048831E-01;
4.375250000000000E+09;-5.005376205578632E-01;2.171695170948496E-01;-5.005376205578632E-01;2.171695170948496E-01;
4.387500000000000E+09;-4.815162850639467E-01;2.384229516675176E-01;-4.815162850639467E-01;2.384229516675176E-01;
4.399750000000000E+09;-4.611628593489001E-01;2.580179716712780E-01;-4.611628593489001E-01;2.580179716712780E-01;
4.412000000000000E+09;-4.399884299630152E-01;2.758843673348891E-01;-4.399884299630152E-01;2.758843673348891E-01;
4.424250000000000E+09;-4.187077731404709E-01;2.922563761141838E-01;-4.187077731404709E-01;2.922563761141838E-01;
4.436500000000000E+09;-3.967815360158696E-01;3.069882540774426E-01;-3.967815360158696E-01;3.069882540774426E-01;
4.448750000000000E+09;-3.746074136741017E-01;3.203805519444701E-01;-3.746074136741017E-01;3.203805519444701E-01;
4.461000000000000E+09;-3.520756446205543E-01;3.324211374808774E-01;-3.520756446205543E-01;3.324211374808774E-01;
4.473250000000000E+09;-3.293481123845121E-01;3.428678776614447E-01;-3.293481123845121E-01;3.428678776614447E-01;
4.485500000000000E+09;-3.064139418755913E-01;3.521166156520177E-01;-3.064139418755913E-01;3.521166156520177E-01;
4.497750000000000E+09;-2.833342710528527E-01;3.599644488989532E-01;-2.833342710528527E-01;3.599644488989532E-01;
4.510000000000000E+09;-2.596035882219455E-01;3.664888895034328E-01;-2.596035882219455E-01;3.664888895034328E-01;
4.522250000000000E+09;-2.357956947336196E-01;3.711648923419698E-01;-2.357956947336196E-01;3.711648923419698E-01;
4.534500000000000E+09;-2.121071049281747E-01;3.738979030278422E-01;-2.121071049281747E-01;3.738979030278422E-01;
4.546750000000000E+09;-1.889267408932165E-01;3.746390848346711E-01;-1.889267408932165E-01;3.746390848346711E-01;
4.559000000000000E+09;-1.670285131431234E-01;3.741492756966027E-01;-1.670285131431234E-01;3.741492756966027E-01;
4.571250000000000E+09;-1.461124569923824E-01;3.727119440432050E-01;-1.461124569923824E-01;3.727119440432050E-01;
4.583500000000000E+09;-1.257624933304138E-01;3.706191427592334E-01;-1.257624933304138E-01;3.706191427592334E-01;
4.595750000000000E+09;-1.053464220792300E-01;3.681010602979446E-01;-1.053464220792300E-01;3.681010602979446E-01;
4.608000000000000E+09;-8.489425113031160E-02;3.644586773702416E-01;-8.489425113031160E-02;3.644586773702416E-01;
4.620250000000000E+09;-6.444330994590308E-02;3.594419084529428E-01;-6.444330994590308E-02;3.594419084529428E-01;
4.632500000000000E+09;-4.465624143317537E-02;3.519590103473867E-01;-4.465624143317537E-02;3.519590103473867E-01;
4.644750000000000E+09;-2.655176788627509E-02;3.432908281380777E-01;-2.655176788627509E-02;3.432908281380777E-01;
4.657000000000000E+09;-1.030547139208377E-02;3.333874969934391E-01;-1.030547139208377E-02;3.333874969934391E-01;
4.669250000000000E+09;4.499958656718118E-03;3.234681012143011E-01;4.499958656718118E-03;3.234681012143011E-01;
4.681500000000000E+09;1.832236956290936E-02;3.137826103903417E-01;1.832236956290936E-02;3.137826103903417E-01;
4.693750000000000E+09;3.212493724971773E-02;3.043388313410350E-01;3.212493724971773E-02;3.043388313410350E-01;
4.706000000000000E+09;4.588218841083249E-02;2.941404050554533E-01;4.588218841083249E-02;2.941404050554533E-01;
4.718250000000000E+09;5.944764040592506E-02;2.825522891268997E-01;5.944764040592506E-02;2.825522891268997E-01;
4.730500000000000E+09;7.178522330133721E-02;2.693817722519071E-01;7.178522330133721E-02;2.693817722519071E-01;
4.742750000000000E+09;8.230248050232084E-02;2.551020990163533E-01;8.230248050232084E-02;2.551020990163533E-01;
4.755000000000000E+09;9.070118809404598E-02;2.405694082256090E-01;9.070118809404598E-02;2.405694082256090E-01;
4.767250000000000E+09;9.752585952241906E-02;2.265342308083445E-01;9.752585952241906E-02;2.265342308083445E-01;
4.779500000000000E+09;1.035138367788440E-01;2.133813483639324E-01;1.035138367788440E-01;2.133813483639324E-01;
4.791750000000000E+09;1.091209750797306E-01;2.003466115558740E-01;1.091209750797306E-01;2.003466115558740E-01;
4.804000000000000E+09;1.147224941186184E-01;1.870797885773434E-01;1.147224941186184E-01;1.870797885773434E-01;
4.816250000000000E+09;1.194726339479576E-01;1.728719005566957E-01;1.194726339479576E-01;1.728719005566957E-01;
4.828500000000000E+09;1.232094021947118E-01;1.578748944428853E-01;1.232094021947118E-01;1.578748944428853E-01;
4.840750000000000E+09;1.248389675257460E-01;1.425064657352555E-01;1.248389675257460E-01;1.425064657352555E-01;
4.853000000000000E+09;1.247616441451878E-01;1.275142203586022E-01;1.247616441451878E-01;1.275142203586022E-01;
4.865250000000000E+09;1.231651639989344E-01;1.132165747777532E-01;1.231651639989344E-01;1.132165747777532E-01;
4.877500000000000E+09;1.206929836356956E-01;1.000313694551386E-01;1.206929836356956E-01;1.000313694551386E-01;
4.889750000000000E+09;1.177285071045799E-01;8.743233820991590E-02;1.177285071045799E-01;8.743233820991590E-02;
4.902000000000000E+09;1.142003245061559E-01;7.493082299713022E-02;1.142003245061559E-01;7.493082299713022E-02;
4.914250000000000E+09;1.098784267790694E-01;6.236789116867332E-02;1.098784267790694E-01;6.236789116867332E-02;
4.926500000000000E+09;1.041017491602001E-01;5.012924786974352E-02;1.041017491602001E-01;5.012924786974352E-02;
4.938750000000000E+09;9.710479143087487E-02;3.850385929837222E-02;9.710479143087487E-02;3.850385929837222E-02;
4.951000000000000E+09;8.871479616062830E-02;2.773552999118858E-02;8.871479616062830E-02;2.773552999118858E-02;
4.963250000000000E+09;7.930954455549430E-02;1.824166560167568E-02;7.930954455549430E-02;1.824166560167568E-02;
4.975500000000000E+09;6.923009104471418E-02;9.767741420825753E-03;6.923009104471418E-02;9.767741420825753E-03;
4.987750000000000E+09;5.860228482361367E-02;2.558059348033414E-03;5.860228482361367E-02;2.558059348033414E-03;
5.000000000000000E+09;4.739480203690969E-02;-3.953369269654607E-03;4.739480203690969E-02;-3.953369269654607E-03;
