# Version 1.00
#
freq[Hz];re:Trc2_S12;im:Trc2_S12;re:Trc3_S12;im:Trc3_S12;
3.101250000000000E+09;6.686722924501637E-01;6.099651430907167E-02;6.686722924501637E-01;6.099651430907167E-02;
3.113500000000000E+09;6.698054415346759E-01;2.720570690215820E-02;6.698054415346759E-01;2.720570690215820E-02;
3.125750000000000E+09;6.692135859015403E-01;-5.341066653205759E-03;6.692135859015403E-01;-5.341066653205759E-03;
3.138000000000000E+09;6.674771717816342E-01;-3.625779231609466E-02;6.674771717816342E-01;-3.625779231609466E-02;
3.150250000000000E+09;6.648524315780345E-01;-6.788559394289589E-02;6.648524315780345E-01;-6.788559394289589E-02;
3.162500000000000E+09;6.622728321992585E-01;-9.987184837445505E-02;6.622728321992585E-01;-9.987184837445505E-02;
3.174750000000000E+09;6.582027645473298E-01;-1.318893218299940E-01;6.582027645473298E-01;-1.318893218299940E-01;
3.187000000000000E+09;6.520619606707103E-01;-1.655249277481083E-01;6.520619606707103E-01;-1.655249277481083E-01;
3.199250000000000E+09;6.428518536125363E-01;-1.999171973151117E-01;6.428518536125363E-01;-1.999171973151117E-01;
3.211500000000000E+09;6.314649688835303E-01;-2.324445332242423E-01;6.314649688835303E-01;-2.324445332242423E-01;
3.223750000000000E+09;6.172631579580916E-01;-2.630380064337763E-01;6.172631579580916E-01;-2.630380064337763E-01;
3.236000000000000E+09;6.018622027456118E-01;-2.922541328624090E-01;6.018622027456118E-01;-2.922541328624090E-01;
3.248250000000000E+09;5.864187636661586E-01;-3.201108027577397E-01;5.864187636661586E-01;-3.201108027577397E-01;
3.260500000000000E+09;5.715429184422305E-01;-3.465031031205667E-01;5.715429184422305E-01;-3.465031031205667E-01;
3.272750000000000E+09;5.554627008854380E-01;-3.741255124404915E-01;5.554627008854380E-01;-3.741255124404915E-01;
3.285000000000000E+09;5.373917967139759E-01;-4.027493906046166E-01;5.373917967139759E-01;-4.027493906046166E-01;
3.297250000000000E+09;5.173768771286911E-01;-4.309407783378246E-01;5.173768771286911E-01;-4.309407783378246E-01;
3.309500000000000E+09;4.945836349750755E-01;-4.571065445227314E-01;4.945836349750755E-01;-4.571065445227314E-01;
3.321750000000000E+09;4.689143452998557E-01;-4.812326427230224E-01;4.689143452998557E-01;-4.812326427230224E-01;
3.334000000000000E+09;4.424637268870665E-01;-5.025194209861688E-01;4.424637268870665E-01;-5.025194209861688E-01;
3.346250000000000E+09;4.174286794824336E-01;-5.212761001947077E-01;4.174286794824336E-01;-5.212761001947077E-01;
3.358500000000000E+09;3.929453045361251E-01;-5.389660652800167E-01;3.929453045361251E-01;-5.389660652800167E-01;
3.370750000000000E+09;3.674670455525844E-01;-5.572462942144500E-01;3.674670455525844E-01;-5.572462942144500E-01;
3.383000000000000E+09;3.417321076335710E-01;-5.762863534226855E-01;3.417321076335710E-01;-5.762863534226855E-01;
3.395250000000000E+09;3.137753636002605E-01;-5.946476067452584E-01;3.137753636002605E-01;-5.946476067452584E-01;
3.407500000000000E+09;2.823977002709911E-01;-6.108785719196279E-01;2.823977002709911E-01;-6.108785719196279E-01;
3.419750000000000E+09;2.492710606268862E-01;-6.246696642831643E-01;2.492710606268862E-01;-6.246696642831643E-01;
3.432000000000000E+09;2.168400072612133E-01;-6.345936099019731E-01;2.168400072612133E-01;-6.345936099019731E-01;
3.444250000000000E+09;1.850659728657387E-01;-6.424214376145460E-01;1.850659728657387E-01;-6.424214376145460E-01;
3.456500000000000E+09;1.544219090728753E-01;-6.486693495198123E-01;1.544219090728753E-01;-6.486693495198123E-01;
3.468750000000000E+09;1.249056687080308E-01;-6.555230623806627E-01;1.249056687080308E-01;-6.555230623806627E-01;
3.481000000000000E+09;9.464991018305513E-02;-6.622736490548579E-01;9.464991018305513E-02;-6.622736490548579E-01;
3.493250000000000E+09;6.207401461653831E-02;-6.684192962329703E-01;6.207401461653831E-02;-6.684192962329703E-01;
3.505500000000000E+09;2.805208193735927E-02;-6.729019544703241E-01;2.805208193735927E-02;-6.729019544703241E-01;
3.517750000000000E+09;-6.954845038243571E-03;-6.742539767330967E-01;-6.954845038243571E-03;-6.742539767330967E-01;
3.530000000000000E+09;-4.170113303839271E-02;-6.724168617364518E-01;-4.170113303839271E-02;-6.724168617364518E-01;
3.542250000000000E+09;-7.517117486669078E-02;-6.677698214044682E-01;-7.517117486669078E-02;-6.677698214044682E-01;
3.554500000000000E+09;-1.067718350232341E-01;-6.619682551717198E-01;-1.067718350232341E-01;-6.619682551717198E-01;
3.566750000000000E+09;-1.370425743325485E-01;-6.560290890616581E-01;-1.370425743325485E-01;-6.560290890616581E-01;
3.579000000000000E+09;-1.674405551804608E-01;-6.498558595302417E-01;-1.674405551804608E-01;-6.498558595302417E-01;
3.591250000000000E+09;-1.982862270020446E-01;-6.430703393037258E-01;-1.982862270020446E-01;-6.430703393037258E-01;
3.603500000000000E+09;-2.302342274510581E-01;-6.351420669427782E-01;-2.302342274510581E-01;-6.351420669427782E-01;
3.615750000000000E+09;-2.627739628383353E-01;-6.249567015609415E-01;-2.627739628383353E-01;-6.249567015609415E-01;
3.628000000000000E+09;-2.950199258441396E-01;-6.118806654262730E-01;-2.950199258441396E-01;-6.118806654262730E-01;
3.640250000000000E+09;-3.261665265742055E-01;-5.960423048447742E-01;-3.261665265742055E-01;-5.960423048447742E-01;
3.652500000000000E+09;-3.555882773861326E-01;-5.782709159835000E-01;-3.555882773861326E-01;-5.782709159835000E-01;
3.664750000000000E+09;-3.826915113467836E-01;-5.596281088271341E-01;-3.826915113467836E-01;-5.596281088271341E-01;
3.677000000000000E+09;-4.084658523836590E-01;-5.406546648692018E-01;-4.084658523836590E-01;-5.406546648692018E-01;
3.689250000000000E+09;-4.335980433449619E-01;-5.216743099441848E-01;-4.335980433449619E-01;-5.216743099441848E-01;
3.701500000000000E+09;-4.590761112665104E-01;-5.027866501950734E-01;-4.590761112665104E-01;-5.027866501950734E-01;
3.713750000000000E+09;-4.846328949101987E-01;-4.822489352700215E-01;-4.846328949101987E-01;-4.822489352700215E-01;
3.726000000000000E+09;-5.107394334259798E-01;-4.593230362035269E-01;-5.107394334259798E-01;-4.593230362035269E-01;
3.738250000000000E+09;-5.357842442823865E-01;-4.338512126867648E-01;-5.357842442823865E-01;-4.338512126867648E-01;
3.750500000000000E+09;-5.583956952170933E-01;-4.059807362684511E-01;-5.583956952170933E-01;-4.059807362684511E-01;
3.762750000000000E+09;-5.780901322136992E-01;-3.762910937121008E-01;-5.780901322136992E-01;-3.762910937121008E-01;
3.775000000000000E+09;-5.950697709411242E-01;-3.467023139517980E-01;-5.950697709411242E-01;-3.467023139517980E-01;
3.787250000000000E+09;-6.097764944315066E-01;-3.190847403882016E-01;-6.097764944315066E-01;-3.190847403882016E-01;
3.799500000000000E+09;-6.243738305920558E-01;-2.921694799083934E-01;-6.243738305920558E-01;-2.921694799083934E-01;
3.811750000000000E+09;-6.400987525328448E-01;-2.643533977909589E-01;-6.400987525328448E-01;-2.643533977909589E-01;
3.824000000000000E+09;-6.565032029233441E-01;-2.349141046582208E-01;-6.565032029233441E-01;-2.349141046582208E-01;
3.836250000000000E+09;-6.719132216304426E-01;-2.032401884861022E-01;-6.719132216304426E-01;-2.032401884861022E-01;
3.848500000000000E+09;-6.847040380707974E-01;-1.671631768767388E-01;-6.847040380707974E-01;-1.671631768767388E-01;
3.860750000000000E+09;-6.935095537524166E-01;-1.303058319647179E-01;-6.935095537524166E-01;-1.303058319647179E-01;
3.873000000000000E+09;-6.982971261458230E-01;-9.483871762919845E-02;-6.982971261458230E-01;-9.483871762919845E-02;
3.885250000000000E+09;-7.004099311017135E-01;-6.179979060936173E-02;-7.004099311017135E-01;-6.179979060936173E-02;
3.897500000000000E+09;-7.026521786109449E-01;-3.004891161949423E-02;-7.026521786109449E-01;-3.004891161949423E-02;
3.909750000000000E+09;-7.061192398586393E-01;6.898351754266482E-04;-7.061192398586393E-01;6.898351754266482E-04;
3.922000000000000E+09;-7.109379991238779E-01;3.233198921118543E-02;-7.109379991238779E-01;3.233198921118543E-02;
3.934250000000000E+09;-7.143729560461877E-01;6.856298143596108E-02;-7.143729560461877E-01;6.856298143596108E-02;
3.946500000000000E+09;-7.151622149685040E-01;1.078078451181335E-01;-7.151622149685040E-01;1.078078451181335E-01;
3.958750000000000E+09;-7.107291539666920E-01;1.470100841560605E-01;-7.107291539666920E-01;1.470100841560605E-01;
3.971000000000000E+09;-7.016156319172230E-01;1.845414623691758E-01;-7.016156319172230E-01;1.845414623691758E-01;
3.983250000000000E+09;-6.897019583193323E-01;2.191094688987432E-01;-6.897019583193323E-01;2.191094688987432E-01;
3.995500000000000E+09;-6.786899023892167E-01;2.497872317588223E-01;-6.786899023892167E-01;2.497872317588223E-01;
4.007750000000000E+09;-6.695835722199612E-01;2.792049592573294E-01;-6.695835722199612E-01;2.792049592573294E-01;
4.020000000000000E+09;-6.612454441819122E-01;3.110819862724604E-01;-6.612454441819122E-01;3.110819862724604E-01;
4.032250000000000E+09;-6.521089653382036E-01;3.463105416379344E-01;-6.521089653382036E-01;3.463105416379344E-01;
4.044500000000000E+09;-6.397508163924314E-01;3.832942784761895E-01;-6.397508163924314E-01;3.832942784761895E-01;
4.056750000000000E+09;-6.212545536194520E-01;4.206847799395474E-01;-6.212545536194520E-01;4.206847799395474E-01;
4.069000000000000E+09;-5.977167094643470E-01;4.554514695247887E-01;-5.977167094643470E-01;4.554514695247887E-01;
4.081250000000000E+09;-5.729808934681154E-01;4.846231062197525E-01;-5.729808934681154E-01;4.846231062197525E-01;
4.093500000000000E+09;-5.489842056662739E-01;5.101083962288024E-01;-5.489842056662739E-01;5.101083962288024E-01;
4.105750000000000E+09;-5.271193569752518E-01;5.350035906683862E-01;-5.271193569752518E-01;5.350035906683862E-01;
4.118000000000000E+09;-5.063585821502974E-01;5.620327513674842E-01;-5.063585821502974E-01;5.620327513674842E-01;
4.130250000000000E+09;-4.838809816864690E-01;5.913234423198942E-01;-4.838809816864690E-01;5.913234423198942E-01;
4.142500000000000E+09;-4.570605958815175E-01;6.220577787262638E-01;-4.570605958815175E-01;6.220577787262638E-01;
4.154750000000000E+09;-4.245928812300871E-01;6.514096546427876E-01;-4.245928812300871E-01;6.514096546427876E-01;
4.167000000000000E+09;-3.888047560868350E-01;6.762654291836472E-01;-3.888047560868350E-01;6.762654291836472E-01;
4.179250000000000E+09;-3.525769924859969E-01;6.956676223351057E-01;-3.525769924859969E-01;6.956676223351057E-01;
4.191500000000000E+09;-3.176461857314636E-01;7.117087150139420E-01;-3.176461857314636E-01;7.117087150139420E-01;
4.203750000000000E+09;-2.849240249452877E-01;7.270240195686066E-01;-2.849240249452877E-01;7.270240195686066E-01;
4.216000000000000E+09;-2.529713442816072E-01;7.439650133157978E-01;-2.529713442816072E-01;7.439650133157978E-01;
4.228250000000000E+09;-2.186220546252490E-01;7.618082279965454E-01;-2.186220546252490E-01;7.618082279965454E-01;
4.240500000000000E+09;-1.797544899887205E-01;7.791015890950058E-01;-1.797544899887205E-01;7.791015890950058E-01;
4.252750000000000E+09;-1.377574205966434E-01;7.931265733238253E-01;-1.377574205966434E-01;7.931265733238253E-01;
4.265000000000000E+09;-9.489606158541303E-02;8.022115916468091E-01;-9.489606158541303E-02;8.022115916468091E-01;
4.277250000000000E+09;-5.244264732216771E-02;8.067870127382349E-01;-5.244264732216771E-02;8.067870127382349E-01;
4.289500000000000E+09;-1.218975460991984E-02;8.091946705439758E-01;-1.218975460991984E-02;8.091946705439758E-01;
4.301750000000000E+09;2.628022655840078E-02;8.110486862853657E-01;2.628022655840078E-02;8.110486862853657E-01;
4.314000000000000E+09;6.553430173490804E-02;8.131528309101742E-01;6.553430173490804E-02;8.131528309101742E-01;
4.326250000000000E+09;1.066082833760505E-01;8.142748374533396E-01;1.066082833760505E-01;8.142748374533396E-01;
4.338500000000000E+09;1.499227232696894E-01;8.128047391232591E-01;1.499227232696894E-01;8.128047391232591E-01;
4.350750000000000E+09;1.937865325378864E-01;8.073476624130813E-01;1.937865325378864E-01;8.073476624130813E-01;
4.363000000000000E+09;2.367489622220949E-01;7.979624547446552E-01;2.367489622220949E-01;7.979624547446552E-01;
4.375250000000000E+09;2.775583476688804E-01;7.858698836139787E-01;2.775583476688804E-01;7.858698836139787E-01;
4.387500000000000E+09;3.164598415009173E-01;7.733497374795608E-01;3.164598415009173E-01;7.733497374795608E-01;
4.399750000000000E+09;3.550588985892945E-01;7.599109762374389E-01;3.550588985892945E-01;7.599109762374389E-01;
4.412000000000000E+09;3.944288745532315E-01;7.453118585081393E-01;3.944288745532315E-01;7.453118585081393E-01;
4.424250000000000E+09;4.346036530167959E-01;7.277619458636470E-01;4.346036530167959E-01;7.277619458636470E-01;
4.436500000000000E+09;4.745707282755407E-01;7.065470466965466E-01;4.745707282755407E-01;7.065470466965466E-01;
4.448750000000000E+09;5.118811817186829E-01;6.821590710161357E-01;5.118811817186829E-01;6.821590710161357E-01;
4.461000000000000E+09;5.462188494775464E-01;6.560609910427407E-01;5.462188494775464E-01;6.560609910427407E-01;
4.473250000000000E+09;5.784938726198635E-01;6.302979792771134E-01;5.784938726198635E-01;6.302979792771134E-01;
4.485500000000000E+09;6.101024304753696E-01;6.044824664800876E-01;6.101024304753696E-01;6.044824664800876E-01;
4.497750000000000E+09;6.423892249959811E-01;5.774935849166515E-01;6.423892249959811E-01;5.774935849166515E-01;
4.510000000000000E+09;6.757003977403634E-01;5.476510039455161E-01;6.757003977403634E-01;5.476510039455161E-01;
4.522250000000000E+09;7.076121273381086E-01;5.134377818714572E-01;7.076121273381086E-01;5.134377818714572E-01;
4.534500000000000E+09;7.361171489090859E-01;4.755902694157274E-01;7.361171489090859E-01;4.755902694157274E-01;
4.546750000000000E+09;7.597088261000159E-01;4.365872447814314E-01;7.597088261000159E-01;4.365872447814314E-01;
4.559000000000000E+09;7.796331346585113E-01;3.987788363799131E-01;7.796331346585113E-01;3.987788363799131E-01;
4.571250000000000E+09;7.984564290363255E-01;3.633473990664647E-01;7.984564290363255E-01;3.633473990664647E-01;
4.583500000000000E+09;8.187997870004662E-01;3.281129476581990E-01;8.187997870004662E-01;3.281129476581990E-01;
4.595750000000000E+09;8.405766266004723E-01;2.903351836140037E-01;8.405766266004723E-01;2.903351836140037E-01;
4.608000000000000E+09;8.619730196288675E-01;2.480238617826553E-01;8.619730196288675E-01;2.480238617826553E-01;
4.620250000000000E+09;8.794901613937129E-01;2.011662201294999E-01;8.794901613937129E-01;2.011662201294999E-01;
4.632500000000000E+09;8.907508626924188E-01;1.519241413978893E-01;8.907508626924188E-01;1.519241413978893E-01;
4.644750000000000E+09;8.958965435056629E-01;1.046814134906705E-01;8.958965435056629E-01;1.046814134906705E-01;
4.657000000000000E+09;8.976619367333292E-01;6.154841739815318E-02;8.976619367333292E-01;6.154841739815318E-02;
4.669250000000000E+09;9.007015263071478E-01;2.159787400118326E-02;9.007015263071478E-01;2.159787400118326E-02;
4.681500000000000E+09;9.064128343797146E-01;-1.870435714213464E-02;9.064128343797146E-01;-1.870435714213464E-02;
4.693750000000000E+09;9.132191346737135E-01;-6.284647780690648E-02;9.132191346737135E-01;-6.284647780690648E-02;
4.706000000000000E+09;9.180298287793611E-01;-1.119407811878660E-01;9.180298287793611E-01;-1.119407811878660E-01;
4.718250000000000E+09;9.164803023879372E-01;-1.655738347519851E-01;9.164803023879372E-01;-1.655738347519851E-01;
4.730500000000000E+09;9.070239056532935E-01;-2.186148279374549E-01;9.070239056532935E-01;-2.186148279374549E-01;
4.742750000000000E+09;8.913154206311110E-01;-2.668918596435905E-01;8.913154206311110E-01;-2.668918596435905E-01;
4.755000000000000E+09;8.740184957124280E-01;-3.094286295133034E-01;8.740184957124280E-01;-3.094286295133034E-01;
4.767250000000000E+09;8.591774856459624E-01;-3.482060806684203E-01;8.591774856459624E-01;-3.482060806684203E-01;
4.779500000000000E+09;8.475482740086472E-01;-3.877608429886104E-01;8.475482740086472E-01;-3.877608429886104E-01;
4.791750000000000E+09;8.359642700028583E-01;-4.319081245211955E-01;8.359642700028583E-01;-4.319081245211955E-01;
4.804000000000000E+09;8.205918878421491E-01;-4.805442120758398E-01;8.205918878421491E-01;-4.805442120758398E-01;
4.816250000000000E+09;7.975255664421270E-01;-5.314475320785451E-01;7.975255664421270E-01;-5.314475320785451E-01;
4.828500000000000E+09;7.661887670691173E-01;-5.791549990448730E-01;7.661887670691173E-01;-5.791549990448730E-01;
4.840750000000000E+09;7.300578583857070E-01;-6.200468600321911E-01;7.300578583857070E-01;-6.200468600321911E-01;
4.853000000000000E+09;6.939133530982500E-01;-6.542573949951378E-01;6.939133530982500E-01;-6.542573949951378E-01;
4.865250000000000E+09;6.614868643215371E-01;-6.849428475090544E-01;6.614868643215371E-01;-6.849428475090544E-01;
4.877500000000000E+09;6.313808224019885E-01;-7.168917700230196E-01;6.313808224019885E-01;-7.168917700230196E-01;
4.889750000000000E+09;6.002674990325054E-01;-7.523144080235863E-01;6.002674990325054E-01;-7.523144080235863E-01;
4.902000000000000E+09;5.641415123394260E-01;-7.901126596570149E-01;5.641415123394260E-01;-7.901126596570149E-01;
4.914250000000000E+09;5.210365661208436E-01;-8.266341973077402E-01;5.210365661208436E-01;-8.266341973077402E-01;
4.926500000000000E+09;4.718126640823053E-01;-8.573293728804007E-01;4.718126640823053E-01;-8.573293728804007E-01;
4.938750000000000E+09;4.209484916352271E-01;-8.802260827171297E-01;4.209484916352271E-01;-8.802260827171297E-01;
4.951000000000000E+09;3.722258911187626E-01;-8.974713427645135E-01;3.722258911187626E-01;-8.974713427645135E-01;
4.963250000000000E+09;3.266317120892920E-01;-9.128387766665738E-01;3.266317120892920E-01;-9.128387766665738E-01;
4.975500000000000E+09;2.820182385224393E-01;-9.286701732586973E-01;2.820182385224393E-01;-9.286701732586973E-01;
4.987750000000000E+09;2.355488592915523E-01;-9.453508487649463E-01;2.355488592915523E-01;-9.453508487649463E-01;
5.000000000000000E+09;1.850348968117427E-01;-9.607669270999046E-01;1.850348968117427E-01;-9.607669270999046E-01;
